index,veracity,title
192,false,"Says for otherwise healthy people Òexperiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis É only high temperatures kill a virus, so let your fever run high,Ó but not over 103 or 104 degrees F."
193,false,Pictures and reports of Òempty hospitalsÓ prove COVID-19 spread is Òfake crisis for real government planned agendas.Ó
194,false,Whether CDC had scheduled announcement that all should wear masks for everyday life.
195,false,If Florida banned alcohol sales due to coronavirus.
197,false,Posts on social media claim that a ÒSpanish biological researcherÓ called on international soccer stars Cristiano Ronaldo and Lionel Messi to find a cure for COVID-19 since they earn much more money than scientists.
198,false,"Boil weed and ginger for COVID-19 victims, and the virus will vanish."
199,false,ÒTheyÕre furloughing nurses in hospitals in western New York state.Ó
200,false,Whether coronavirus began with man having sex with a bat.
201,false,ÒHereÕs the problem Ñ we are testing people for any strain of a coronavirus Ñ not specifically for COVID-19. There are no reliable tests for a specific COVID-19 virus.Ó
202,false,Whether countries with high rates of childhood vaccines were hit hardest by coronavirus.
203,false,NY banned cigarette sales because of the coronavirus.
204,false,"Video of a waitress saying, ÒI lost my job. But IÕll sleep better knowingÓ that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries"
205,false,"ÒThere was no effortÓ to get American experts into China after it announced the coronavirus, and Òwe had one person in-country (and Trump) pulled him out of the country.Ó"
206,false,If Queen Elizabeth II tested positive for coronavirus.
207,false,Coronavirus has been found in crab legs.
209,false,A video of body bags being dumped in a ditch shows the Òsituation in ItalyÓ due to the coronavirus.
210,false,ÒMainstream mediaÓ used a photo from a 2017 movie as an image for ItalyÕs coronavirus morgue.
211,false,Biden claims that Trump did not try to get medical experts into China.
212,false,Illuminati controlled U.S. government; coronavirus caused by 5G.
213,false,President Trump did sign a 5G bill but exposure effects are misleading.
214,false,Health care workers union Òsuddenly finds a stash of 39 million face masks.Ó
215,false,"Speaking of his restriction on travel from China, President Donald Trump claims"
216,false,Should you take Ibuprofen to treat a fever from the coronavirus?
217,false,Posts on social media claim that no Democrats voted for the Òthe stimulus package to help American familiesÓ during the novel coronavirus crisis.
218,false,Ibuprofen ramps up coronavirus 10 times.
219,false,A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.
220,false,Hospitals donÕt allow parents to visit children with COVID-19 in the hospital.
221,false,Children will be separated from parents for coronavirus treatment.
222,false,Congress included include a raise for themselves in the coronavirus stimulus package.
223,false,Leave objects in the sun to avoid contracting the coronavirus.
224,false,Nevada Governor Steve Sisolak Òhas banned the use of an anti-malaria drug that might help cure coronavirus.Ó
225,false,"Òif your child gets this virus, theyÕre going to the hospital alone in a van with people they donÕt know, to be with people they donÕt know. You will be at home without them in their time of need.Ó"
226,false,Tanks are coming into U.S. towns in advance for martial law
227,false,A photo of a couple locked in an intimate embrace with their face masks lowered has been shared in Facebook posts that claim they were nurses who were treating COVID-19 patients in an Italian hospital.
228,false,ÒCOVID literally stands for Chinese Originated Viral Infectious Disease.Ó
229,false,A post shared thousands of times on Facebook during the COVID-19 pandemic says disposable surgical masks should be worn Òcolored side outÓ if a person is sick.
231,false,Facebook user Chase Michael Morris predicted coronavirus pandemic.
233,false,[SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.
234,false,"New York Governor Andrew Cuomo Òrejected buying the recommended 16,000 ventilators in 2015 for a pandemic, and established death panels and lotteries instead. So he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.Ó"
235,false,Trump web ad usings misleading edits to create a false picture.
236,false,Facebook posts featuring a photo of ventilators in the U.S. state of New York claim the devices are Òstuck in a warehouse.Ó
237,false,Wisconsin Governor Tony Evers is Òpushing firearm confiscation orders.Ó
238,false,There is no coronavirus. The Chinese were secretly working on a biological agent that was supposed to make protesters docile and obedient.
239,false,"Says that under order from Gov. Tony Evers, he and his eight children canÕt legally have dinner together anymore."
240,false,Deaths blamed on coronavirus are actually due to the flu.
241,false,Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.
242,false,Says Nancy PelosiÕs coronavirus bill includes Òtax credits for solar and wind energy É retirement plans for community newspaper employees É $300 million for PBS É climate change studiesÓ and more.
243,false,The names of coronavirus victims have been published online in media.
244,false,Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.
245,false,President Donald Trump will announce that a scientist Òfinally found a vaccine to cure coronavirus.Ó
246,false,Gargling with warm water and salt or vinegar eliminates the coronavirus.
247,false,Roche has developed a COVID-19 vaccine.
248,false,ÒSpecial military helicopters will spray pesticide against the coronavirus in the skies all over the country.Ó
249,false,A photo showing UgandaÕs first case of COVID-19.
250,false,Getting a flu shot increases the risk of coronavirus by 36%.
251,false,ÒPutin has stated
252,false,Does vaping reduce your chances of getting the coronavirus?
253,false,The CDC now says that the coronavirus can survive on surfaces for up to 17 days.
254,false,Whether 60 Democrats voted against coronavirus stimulus bill.
255,false,"Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins, a leading source of information on the virus."
256,false,ÒSlices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation ofÓ the novel coronavirus.
257,false,ÒDonald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!Ó
258,false,Russian President Putin released 500 lions onto the streets to keep people indoors.
259,false,Study suggests malaria drug can treat coronavirus.
260,false,President Trump refers to the coronavirus as a hoax in an audio clip.
261,false,An audio message lists five ways people can prevent the novel coronavirus.
262,false,"ÒThis lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.Ó"
263,false,"NY Governor Andrew Cuomo did not reject buying 16,000 ventilators in 2015."
264,false,"Tom Hanks died, confessed admiration for Trump."
265,false,"ÒBoil some orange peels with cayenne pepper, stand over the pot, breathe in the steam so all mucus can be released from your nasal passages É Mucus is the problem, itÕs where the virus lives!Ó"
266,false,Helicopters Are Spraying Disinfectants To Try To Eradicate Coronavirus.
267,false,Helicopters are spraying disinfectants to stop the spread of coronavirus.
268,false,Initial lack of evidence for human-to-human COVID-19 transmission unusual.
269,false,Drinking alcohol beverages can help prevent COVID-19.
270,false,IPhoto shows people falling dead on Italian streets from COVID-19.
